[05:26:45] === ConfuMPNN Phase 2 条件微调启动（v10）===
[05:26:45] device=cuda:6  epochs=16  lr=0.001  λ_c=0.5  λ_kl=0.05  λ_keep=0.5  perturb_prob=0.3  perturb_scale=4.0  placeholder_prob=0.15  charge_temp=0.5
[05:26:45] [v11 A-fix] 绝对 target 采样开：target ∈ Uniform[-35.0, 20.0]，与 native 无关（覆盖验证深负靶区）
[05:26:45] [v12] 训练侧监督开：组成双计数(floor=0.5) + GRAVY(margin=0.4)  λ_v12=0.2  λ_target=0.2  SASA θ=0.25
[05:26:45] [v10 C] pH 自适应结构惩罚开：boost=1.5
[05:26:45] [A1 global] 计数锚覆盖 surface∪pocket：floor=0.8 ceil=1.3 λ_pocket=0.3 cutoff=8.0
[05:26:47] backbone: MoMPNN 冻结（2.62M 参数，不更新）
[05:26:47] ConditionEncoder 可训练（74880 参数，唯一更新对象）
[05:26:47] 数据：1364 结构域 × 8 pH = 10912 样本（ablation/data/labels_ablate_lig.npz）
[05:26:48]   ℹ️ 1JCG.pdb 分区 pocket=53/335 core=140 surface=153
[05:34:59]   ℹ️ 1JIN.pdb 分区 pocket=69/403 core=167 surface=182
[05:34:59]   ℹ️ 1K8T.pdb 分区 pocket=45/498 core=199 surface=274
[05:34:59]   ℹ️ 1BL4.pdb 分区 pocket=56/214 core=60 surface=122
[05:35:00]   ℹ️ 1PPM.pdb 分区 pocket=60/323 core=142 surface=146
[05:35:00]   ℹ️ 1HIP.pdb 分区 pocket=29/85 core=11 surface=55
[05:35:00]   ℹ️ 1QNO.pdb 分区 pocket=37/344 core=187 surface=140
[05:35:01]   ℹ️ 1BH2.pdb 分区 pocket=42/315 core=138 surface=146
[05:35:02]   ℹ️ 1EYQ.pdb 分区 pocket=87/424 core=205 surface=174
[05:35:02]   ℹ️ 1MOH.pdb 分区 pocket=30/142 core=41 surface=86
[05:35:02]   ℹ️ 1G8I.pdb 分区 pocket=153/368 core=67 surface=228
[05:35:02]   ℹ️ 11CG.pdb 分区 pocket=86/139 core=22 surface=74
[05:35:03]   ℹ️ 1CGD.pdb 分区 pocket=60/60 core=0 surface=60
[05:35:03]   ℹ️ 1INO.pdb 分区 pocket=13/175 core=80 surface=87
[05:35:03]   ℹ️ 1BQ6.pdb 分区 pocket=62/387 core=182 surface=167
[05:35:04]   ℹ️ 1AEH.pdb 分区 pocket=52/291 core=129 surface=124
[05:35:04]   ℹ️ 1HZI.pdb 分区 pocket=23/127 core=51 surface=66
[05:35:04]   ℹ️ 1M0K.pdb 分区 pocket=120/222 core=48 surface=111
[05:35:05]   ℹ️ 1BL8.pdb 分区 pocket=28/388 core=192 surface=176
[05:35:05]   ℹ️ 1BQ5.pdb 分区 pocket=22/333 core=162 surface=153
[05:35:06]   ℹ️ 1AQH.pdb 分区 pocket=29/448 core=233 surface=191
[05:35:06]   ℹ️ 1NHJ.pdb 分区 pocket=46/333 core=133 surface=168
[05:35:07]   ℹ️ 1F42.pdb 分区 pocket=36/297 core=108 surface=176
[05:35:07]   ℹ️ 1QF5.pdb 分区 pocket=73/431 core=207 surface=172
[05:35:08]   ℹ️ 1E6S.pdb 分区 pocket=176/499 core=221 surface=194
[05:35:09]   ℹ️ 1S1A.pdb 分区 pocket=111/478 core=188 surface=214
[05:35:09]   ℹ️ 1HT9.pdb 分区 pocket=52/152 core=38 surface=90
[05:35:10]   ℹ️ 1AOE.pdb 分区 pocket=105/384 core=125 surface=192
[05:35:10]   ℹ️ 1GJO.pdb 分区 pocket=9/280 core=129 surface=146
[05:35:12]   ℹ️ 1L73.pdb 分区 pocket=46/162 core=49 surface=89
[05:35:13]   ℹ️ 1C09.pdb 分区 pocket=44/159 core=41 surface=93
[05:35:13]   ℹ️ 1PBB.pdb 分区 pocket=63/391 core=163 surface=178
[05:35:13]   ℹ️ 1IZD.pdb 分区 pocket=11/323 core=170 surface=149
[05:35:14]   ℹ️ 13GH.pdb 分区 pocket=3/186 core=82 surface=104
[05:35:14]   ℹ️ 1A2N.pdb 分区 pocket=44/418 core=218 surface=170
[05:35:14]   ℹ️ 1FY3.pdb 分区 pocket=27/219 core=108 surface=104
[05:35:15]   ℹ️ 1JBV.pdb 分区 pocket=63/403 core=178 surface=181
[05:35:15]   ℹ️ 1NW7.pdb 分区 pocket=36/271 core=111 surface=138
[05:35:16]   ℹ️ 1F7P.pdb 分区 pocket=55/347 core=154 surface=163
[05:35:16]   ℹ️ 1A26.pdb 分区 pocket=19/351 core=173 surface=167
[05:35:17]   ℹ️ 1DOG.pdb 分区 pocket=140/470 core=223 surface=174
[05:35:17]   ℹ️ 1PJX.pdb 分区 pocket=157/314 core=104 surface=125
[05:35:17]   ℹ️ 1IQZ.pdb 分区 pocket=32/81 core=17 surface=51
[05:35:18]   ℹ️ 1Q9H.pdb 分区 pocket=43/429 core=222 surface=185
[05:35:18]   ℹ️ 1DIF.pdb 分区 pocket=40/198 core=72 surface=104
[05:35:19]   ℹ️ 1G4P.pdb 分区 pocket=65/437 core=196 surface=196
[05:35:19]   ℹ️ 1HUR.pdb 分区 pocket=67/360 core=149 surface=172
[05:35:20]   ℹ️ 1BLI.pdb 分区 pocket=37/481 core=264 surface=188
[05:35:20]   ℹ️ 1FE3.pdb 分区 pocket=27/131 core=38 surface=77
[05:35:20]   ℹ️ 1LN8.pdb 分区 pocket=13/119 core=37 surface=75
[05:35:20]   ℹ️ 1DKA.pdb 分区 pocket=56/431 core=209 surface=188
[05:35:21]   ℹ️ 1H53.pdb 分区 pocket=21/121 core=43 surface=68
[05:35:21]   ℹ️ 1J25.pdb 分区 pocket=6/133 core=54 surface=74
[05:35:21]   ℹ️ 1IPC.pdb 分区 pocket=12/186 core=83 surface=97
[05:35:21]   ℹ️ 1NCO.pdb 分区 pocket=68/226 core=52 surface=138
[05:35:22]   ℹ️ 13YX.pdb 分区 pocket=148/457 core=167 surface=224
[05:35:22]   ℹ️ 1L48.pdb 分区 pocket=10/164 core=68 surface=90
[05:35:23]   ℹ️ 1A8H.pdb 分区 pocket=13/500 core=281 surface=215
[05:35:24]   ℹ️ 1IAQ.pdb 分区 pocket=85/453 core=198 surface=213
[05:35:24]   ℹ️ 1E32.pdb 分区 pocket=30/436 core=195 surface=221
[05:35:25]   ℹ️ 1OQH.pdb 分区 pocket=31/329 core=153 surface=149
[05:35:25]   ℹ️ 1JZE.pdb 分区 pocket=38/128 core=36 surface=67
[05:35:25]   预解析+encode 1199/1364（跳过 1）
[05:35:25]   ℹ️ 1OFN.pdb 分区 pocket=60/404 core=188 surface=170
[05:35:26]   ℹ️ 1K63.pdb 分区 pocket=45/295 core=148 surface=118
[05:35:26]   ℹ️ 1LON.pdb 分区 pocket=74/431 core=198 surface=178
[05:35:27]   ℹ️ 1P4F.pdb 分区 pocket=28/269 core=119 surface=135
[05:35:27]   ℹ️ 1KE9.pdb 分区 pocket=33/281 core=125 surface=134
[05:35:27]   ℹ️ 1NAZ.pdb 分区 pocket=53/154 core=46 surface=88
[05:35:28]   ℹ️ 1IL9.pdb 分区 pocket=27/267 core=114 surface=131
[05:35:28]   ℹ️ 1C8I.pdb 分区 pocket=100/336 core=110 surface=150
[05:35:29]   ℹ️ 1CZE.pdb 分区 pocket=41/396 core=185 surface=182
[05:35:29]   ℹ️ 1HK7.pdb 分区 pocket=38/495 core=236 surface=252
[05:35:30]   ℹ️ 13PH.pdb 分区 pocket=32/313 core=149 surface=153
[05:35:30]   ℹ️ 1FDR.pdb 分区 pocket=37/244 core=112 surface=113
[05:35:30]   ℹ️ 1OE8.pdb 分区 pocket=42/409 core=181 surface=199
[05:35:31]   ℹ️ 1DF8.pdb 分区 pocket=61/238 core=81 surface=120
[05:35:31]   ℹ️ 1E0B.pdb 分区 pocket=6/120 core=49 surface=70
[05:35:31]   ℹ️ 1IHP.pdb 分区 pocket=6/434 core=249 surface=183
[05:35:32]   ℹ️ 1NV4.pdb 分区 pocket=45/329 core=151 surface=149
[05:35:32]   ℹ️ 1GT1.pdb 分区 pocket=74/313 core=102 surface=153
[05:35:32]   ℹ️ 1MFT.pdb 分区 pocket=35/102 core=18 surface=60
[05:35:33]   ℹ️ 1JDL.pdb 分区 pocket=45/118 core=21 surface=68
[05:35:33]   ℹ️ 1CZR.pdb 分区 pocket=36/169 core=63 surface=88
[05:35:33]   ℹ️ 1E3J.pdb 分区 pocket=51/348 core=160 surface=159
[05:35:34]   ℹ️ 1Q4W.pdb 分区 pocket=45/363 core=175 surface=155
[05:35:34]   ℹ️ 1D07.pdb 分区 pocket=29/293 core=155 surface=114
[05:35:34]   ℹ️ 1IYB.pdb 分区 pocket=37/416 core=186 surface=204
[05:35:35]   ℹ️ 1KGG.pdb 分区 pocket=17/257 core=134 surface=110
[05:35:35]   ℹ️ 1LQW.pdb 分区 pocket=32/363 core=160 surface=177
[05:35:36]   ℹ️ 1SD0.pdb 分区 pocket=46/357 core=162 surface=158
[05:35:36]   ℹ️ 1AZ8.pdb resnum 对齐 212/223（11 个非标准/parse独有残基 frac=0）
[05:35:36]   ℹ️ 1AZ8.pdb 分区 pocket=31/223 core=113 surface=94
[05:35:36]   ℹ️ 1PVF.pdb 分区 pocket=54/356 core=155 surface=154
[05:35:37]   ℹ️ 1F8D.pdb resnum 对齐 383/388（5 个非标准/parse独有残基 frac=0）
[05:35:37]   ℹ️ 1F8D.pdb 分区 pocket=57/388 core=202 surface=151
[05:35:37]   ℹ️ 1L92.pdb 分区 pocket=24/162 core=61 surface=89
[05:35:38]   ℹ️ 1LOL.pdb 分区 pocket=69/418 core=196 surface=174
[05:35:38]   ℹ️ 1KMV.pdb 分区 pocket=73/185 core=51 surface=95
[05:35:39]   ℹ️ 1G7G.pdb 分区 pocket=28/297 core=153 surface=125
[05:35:39]   ℹ️ 1P2U.pdb 分区 pocket=44/162 core=61 surface=81
[05:35:39]   ℹ️ 1E9F.pdb 分区 pocket=49/202 core=70 surface=101
[05:35:39]   ℹ️ 1A7I.pdb 分区 pocket=35/60 core=1 surface=45
[05:35:40]   ℹ️ 1MD3.pdb 分区 pocket=70/416 core=182 surface=188
[05:35:40]   ℹ️ 1NN0.pdb 分区 pocket=49/209 core=74 surface=101
[05:35:40]   ℹ️ 1OI0.pdb 分区 pocket=55/426 core=172 surface=226
[05:35:41]   ℹ️ 1CLK.pdb 分区 pocket=23/387 core=168 surface=201
[05:35:41]   ℹ️ 1MYJ.pdb 分区 pocket=80/306 core=91 surface=176
[05:35:42]   ℹ️ 1GOJ.pdb 分区 pocket=32/354 core=150 surface=184
[05:35:42]   ℹ️ 1D8M.pdb 分区 pocket=115/342 core=115 surface=164
[05:35:42]   ℹ️ 1H87.pdb 分区 pocket=43/129 core=40 surface=71
[05:35:43]   ℹ️ 1E93.pdb 分区 pocket=78/475 core=180 surface=241
[05:35:43]   ℹ️ 1G0P.pdb 分区 pocket=24/164 core=62 surface=89
[05:35:43]   ℹ️ 1L86.pdb 分区 pocket=23/162 core=62 surface=88
[05:35:44]   ℹ️ 1HVV.pdb 分区 pocket=20/256 core=79 surface=168
[05:35:44]   ℹ️ 1GRV.pdb 分区 pocket=21/337 core=175 surface=141
[05:35:44]   ℹ️ 1QBN.pdb 分区 pocket=43/223 core=98 surface=101
[05:35:45]   ℹ️ 1NPA.pdb 分区 pocket=43/198 core=73 surface=96
[05:35:45]   ℹ️ 1G9H.pdb 分区 pocket=47/448 core=227 surface=186
[05:35:46]   ℹ️ 1B23_P.pdb 分区 pocket=110/405 core=170 surface=163
[05:35:46]   ℹ️ 1BHM_B.pdb 分区 pocket=46/208 core=81 surface=99
[05:35:46]   ℹ️ 1I6J_A.pdb 分区 pocket=17/256 core=108 surface=138
[05:35:46]   ℹ️ 1U1N_A.pdb 分区 pocket=37/183 core=56 surface=103
[05:35:47]   ℹ️ 2BX2_L.pdb 分区 pocket=50/500 core=204 surface=271
[05:35:48]   ℹ️ 2IH5_A.pdb 分区 pocket=102/390 core=155 surface=165
[05:35:48]   ℹ️ 2JLY_A.pdb 分区 pocket=111/451 core=191 surface=184
[05:35:49]   ℹ️ 2V3C_C.pdb 分区 pocket=73/403 core=166 surface=204
[05:35:49]   ℹ️ 2V3C_D.pdb 分区 pocket=42/401 core=175 surface=208
[05:35:50]   ℹ️ 2W42_A.pdb 分区 pocket=52/395 core=188 surface=171
[05:35:50]   ℹ️ 3BSX_B.pdb 分区 pocket=64/340 core=132 surface=158
[05:35:50]   ℹ️ 3R2C_A.pdb 分区 pocket=85/138 core=31 surface=61
[05:35:50]   ℹ️ 3V9W_A.pdb 分区 pocket=54/202 core=67 surface=102
[05:35:51]   ℹ️ 3V9W_C.pdb 分区 pocket=52/206 core=71 surface=103
[05:35:51]   ℹ️ 3VAG_A.pdb 分区 pocket=63/174 core=43 surface=107
[05:35:51]   ℹ️ 3WVK_A.pdb 分区 pocket=75/298 core=105 surface=163
[05:35:52]   ℹ️ 3ZVM_B.pdb 分区 pocket=139/379 core=114 surface=186
[05:35:52]   ℹ️ 4JNG_D.pdb 分区 pocket=68/223 core=63 surface=123
[05:35:53]   ℹ️ 4N48_A.pdb 分区 pocket=73/401 core=183 surface=171
[05:35:53]   ℹ️ 4NGD_A.pdb 分区 pocket=47/280 core=110 surface=146
[05:35:54]   ℹ️ 4NOD_A.pdb 分区 pocket=75/190 core=26 surface=135
[05:35:54]   ℹ️ 4QZ9_A.pdb 分区 pocket=79/351 core=123 surface=176
[05:35:54]   ℹ️ 4S0N_C.pdb 分区 pocket=34/124 core=39 surface=70
[05:35:54]   ℹ️ 4S0N_D.pdb 分区 pocket=43/126 core=33 surface=73
[05:35:55]   ℹ️ 4V4T_AE.pdb 分区 pocket=65/150 core=40 surface=65
[05:35:55]   ℹ️ 4V4T_AF.pdb 分区 pocket=25/101 core=31 surface=61
[05:35:55]   ℹ️ 4V4T_AL.pdb 分区 pocket=86/124 core=14 surface=64
[05:35:56]   ℹ️ 4V4T_AS.pdb 分区 pocket=44/80 core=11 surface=41
[05:35:56]   ℹ️ 4V4T_BG.pdb 分区 pocket=84/122 core=8 surface=77
[05:35:56]   ℹ️ 4V4T_BH.pdb 分区 pocket=36/164 core=49 surface=96
[05:35:56]   ℹ️ 4V4T_BK.pdb 分区 pocket=56/133 core=28 surface=69
[05:35:57]   ℹ️ 4V4T_BS.pdb 分区 pocket=75/113 core=17 surface=52
[05:35:57]   ℹ️ 4V4T_BT.pdb 分区 pocket=25/52 core=7 surface=40
[05:35:58]   ℹ️ 4V4T_BW.pdb 分区 pocket=66/108 core=17 surface=49
[05:35:58]   ℹ️ 4V4T_BX.pdb 分区 pocket=46/76 core=13 surface=37
[05:35:58]   ℹ️ 4V4T_BZ.pdb 分区 pocket=61/177 core=41 surface=107
[05:35:59]   ℹ️ 4YBB_AD.pdb 分区 pocket=92/205 core=64 surface=83
[05:35:59]   ℹ️ 4YBB_AE.pdb 分区 pocket=62/155 core=45 surface=70
[05:35:59]   ℹ️ 4YBB_AP.pdb 分区 pocket=60/82 core=9 surface=32
[05:36:00]   ℹ️ 4YBB_AQ.pdb 分区 pocket=47/80 core=16 surface=45
[05:36:00]   ℹ️ 4YBB_AU.pdb 分区 pocket=17/56 core=5 surface=47
[05:36:00]   ℹ️ 4YBB_BE.pdb 分区 pocket=66/150 core=42 surface=66
[05:36:00]   ℹ️ 4YBB_BJ.pdb 分区 pocket=48/98 core=15 surface=52
[05:36:01]   ℹ️ 4YBB_C2.pdb 分区 pocket=31/50 core=4 surface=29
[05:36:01]   ℹ️ 4YBB_C4.pdb 分区 pocket=59/64 core=1 surface=31
[05:36:01]   ℹ️ 4YBB_CF.pdb 分区 pocket=76/177 core=46 surface=80
[05:36:02]   ℹ️ 4YBB_CG.pdb 分区 pocket=53/176 core=50 surface=96
[05:36:02]   ℹ️ 4YBB_CH.pdb 分区 pocket=15/149 core=40 surface=102
[05:36:02]   ℹ️ 4YBB_CL.pdb 分区 pocket=57/122 core=38 surface=53
[05:36:03]   ℹ️ 4YBB_CM.pdb 分区 pocket=98/144 core=17 surface=75
[05:36:03]   ℹ️ 4YBB_CQ.pdb 分区 pocket=47/114 core=24 surface=66
[05:36:04]   ℹ️ 4YBB_CT.pdb 分区 pocket=70/110 core=16 surface=48
[05:36:04]   ℹ️ 4YBB_CV.pdb 分区 pocket=56/102 core=17 surface=57
[05:36:04]   ℹ️ 4YBB_CZ.pdb 分区 pocket=27/62 core=8 surface=38
[05:36:04]   ℹ️ 4YBB_D2.pdb 分区 pocket=32/51 core=5 surface=29
[05:36:05]   ℹ️ 4YBB_DI.pdb 分区 pocket=39/135 core=43 surface=70
[05:36:05]   ℹ️ 4YBB_DX.pdb 分区 pocket=60/76 core=8 surface=30
[05:36:06]   ℹ️ 4ZDP_B.pdb 分区 pocket=50/443 core=211 surface=203
[05:36:06]   ℹ️ 5BTE_A.pdb 分区 pocket=60/365 core=147 surface=176
[05:36:06]   ℹ️ 5GKR_D.pdb resnum 对齐 198/206（8 个非标准/parse独有残基 frac=0）
[05:36:06]   ℹ️ 5GKR_D.pdb 分区 pocket=1/206 core=88 surface=117
[05:36:07]   ℹ️ 5HNK_A.pdb 分区 pocket=39/272 core=123 surface=129
[05:36:07]   ℹ️ 5KKQ_D.pdb 分区 pocket=115/145 core=0 surface=102
[05:36:07]   ℹ️ 5VVL_D.pdb 分区 pocket=20/271 core=125 surface=137
[05:36:08]   ℹ️ 5W5H_C.pdb 分区 pocket=74/446 core=180 surface=210
[05:36:09]   ℹ️ 5ZR1_E.pdb 分区 pocket=64/460 core=175 surface=259
[05:36:09]   ℹ️ 5ZR1_F.pdb 分区 pocket=5/160 core=55 surface=104
[05:36:09]   ℹ️ 6D0Z_A.pdb 分区 pocket=110/430 core=155 surface=214
[05:36:10]   ℹ️ 6IFL_E.pdb 分区 pocket=69/217 core=65 surface=111
[05:36:10]   ℹ️ 6IFL_H.pdb 分区 pocket=84/348 core=126 surface=163
[05:36:11]   ℹ️ 6PUN_C.pdb 分区 pocket=64/388 core=159 surface=184
[05:36:11]   ℹ️ 6Q1H_G.pdb 分区 pocket=16/239 core=108 surface=123
[05:36:11]   ℹ️ 6X1B_B.pdb 分区 pocket=45/346 core=155 surface=168
[05:36:12]   ℹ️ 6XJQ_D.pdb 分区 pocket=27/214 core=75 surface=130
[05:36:12]   ℹ️ 6XJQ_H.pdb 分区 pocket=23/228 core=87 surface=131
[05:36:12]   ℹ️ 7ABS_A.pdb 分区 pocket=46/359 core=163 surface=168
[05:36:13]   ℹ️ 7B4E_A.pdb 分区 pocket=54/190 core=63 surface=104
[05:36:13]   ℹ️ 7K5D_A.pdb 分区 pocket=12/123 core=41 surface=75
[05:36:14]   ℹ️ 7KFN_A.pdb 分区 pocket=93/384 core=154 surface=160
[05:36:14]   ℹ️ 7L4X_B.pdb 分区 pocket=63/165 core=53 surface=80
[05:36:14]   ℹ️ 7P9Z_A.pdb 分区 pocket=44/242 core=111 surface=106
[05:36:15]   ℹ️ 7UYO_A.pdb 分区 pocket=16/247 core=105 surface=132
[05:36:15]   ℹ️ 7V9X_C.pdb 分区 pocket=18/132 core=42 surface=87
[05:36:15]   ℹ️ 7VN4_C.pdb 分区 pocket=74/437 core=182 surface=219
[05:36:16]   ℹ️ 7XPL_E.pdb 分区 pocket=56/231 core=89 surface=107
[05:36:16]   ℹ️ 7YCM_A.pdb 分区 pocket=107/456 core=197 surface=182
[05:36:16]   ℹ️ 7ZNJ_B.pdb 分区 pocket=0/144 core=55 surface=89
[05:36:17]   ℹ️ 8DR1_C.pdb 分区 pocket=53/330 core=112 surface=185
[05:36:17]   ℹ️ 8DR1_D.pdb 分区 pocket=52/343 core=115 surface=198
[05:36:18]   ℹ️ 8DR1_H.pdb 分区 pocket=1/255 core=127 surface=128
[05:36:18]   ℹ️ 8GWB_B.pdb 分区 pocket=17/187 core=38 surface=144
[05:36:19]   ℹ️ 8KBC_D.pdb 分区 pocket=13/131 core=28 surface=100
[05:36:19]   ℹ️ 8KBC_E.pdb 分区 pocket=10/130 core=27 surface=99
[05:36:19]   ℹ️ 8OIV_A.pdb 分区 pocket=62/293 core=122 surface=130
[05:36:20]   ℹ️ 9ASH_J.pdb 分区 pocket=67/311 core=112 surface=154
[05:36:20]   ℹ️ 9RVC_2.pdb 分区 pocket=63/65 core=2 surface=26
[05:36:20]   ℹ️ 9RVC_B.pdb 分区 pocket=40/226 core=103 surface=101
[05:36:21]   ℹ️ 9RVC_C.pdb 分区 pocket=52/203 core=72 surface=101
[05:36:21]   ℹ️ 9RVC_F.pdb 分区 pocket=24/95 core=33 surface=50
[05:36:22]   ℹ️ 9RVC_J.pdb 分区 pocket=79/145 core=38 surface=66
[05:36:22]   ℹ️ 9RVC_N.pdb 分区 pocket=41/60 core=7 surface=28
[05:36:22]   ℹ️ 9RVC_P.pdb 分区 pocket=63/87 core=10 surface=40
[05:36:23]   ℹ️ 9RVC_c.pdb 分区 pocket=184/273 core=57 surface=93
[05:36:24]   ℹ️ 9RVC_d.pdb 分区 pocket=127/215 core=48 surface=75
[05:36:24]   ℹ️ 9RVC_g.pdb 分区 pocket=48/175 core=55 surface=93
[05:36:25]   ℹ️ 9RVC_k.pdb 分区 pocket=97/146 core=19 surface=72
[05:36:25]   ℹ️ 9RVC_o.pdb 分区 pocket=42/109 core=24 surface=64
[05:36:26]   ℹ️ 9RVC_t.pdb 分区 pocket=51/90 core=16 surface=48
[05:36:26]   ℹ️ 9RVC_u.pdb 分区 pocket=34/93 core=23 surface=51
[05:36:26]   ℹ️ 9RVC_v.pdb 分区 pocket=68/81 core=6 surface=37
[05:36:27]   ℹ️ 9RVC_y.pdb 分区 pocket=43/56 core=5 surface=24
[05:36:27] ⚠️ 共跳过 1 个坏域（prody 无法解析），实际训练 1363 域
[05:36:27] 预解析完成，缓存 encode 特征 ~6.30GB
[05:36:27] 开始训练：16 epochs × 1363 域/epoch = 21808 steps
[05:39:39] epoch 1/16  total=6.7267  ce=1.3790  charge=6.8160  kl=0.0555  keep=0.6032  [cd self=6.162  mild=6.550  extreme=8.695]  elapsed=3.2min
[05:42:41] epoch 2/16  total=6.1765  ce=1.4318  charge=5.8341  kl=0.1033  keep=0.6871  [cd self=5.259  mild=5.293  extreme=7.568]  elapsed=6.2min
[05:45:51] epoch 3/16  total=6.0149  ce=1.4557  charge=5.5316  kl=0.1242  keep=0.7323  [cd self=5.035  mild=5.171  extreme=7.108]  elapsed=9.4min
[05:49:11] epoch 4/16  total=5.8042  ce=1.4722  charge=5.2096  kl=0.1382  keep=0.7336  [cd self=4.707  mild=4.654  extreme=6.739]  elapsed=12.7min
[05:52:33] epoch 5/16  total=5.7573  ce=1.4939  charge=5.0946  kl=0.1553  keep=0.7569  [cd self=4.499  mild=4.022  extreme=6.948]  elapsed=16.1min
[05:55:50] epoch 6/16  total=5.6925  ce=1.5053  charge=4.9675  kl=0.1663  keep=0.7742  [cd self=4.392  mild=4.228  extreme=6.751]  elapsed=19.4min
[05:58:52] epoch 7/16  total=5.5688  ce=1.5244  charge=4.7310  kl=0.1821  keep=0.8065  [cd self=4.257  mild=4.069  extreme=6.239]  elapsed=22.4min
